"trade_id","chronological_fold","entry_ts","exit_ts","direction","side","weekday","utc_hour","month","gann_state","gann_high_slope","gann_low_slope","normalized_ma_distance","bars_since_gann_flip","breakout_age_bars","donchian_channel_width_pct","donchian_breakout_distance_atr","atr_pct","recent_return_20","recent_range_20","recent_volatility_20","recent_cross_count","stop_distance_atr","stop_distance_pct","gap_fill","entry_price","stop_price","entry_exposure_pct","initial_risk_pct","quality_label","net_pnl","gross_pnl","return_on_equity_pct","mfe_r","mae_r","bars_held","exit_reason"
"tr_ea13cb2a48ef","3","2023-10-23T12:00:00+00:00","2023-10-23T18:00:00+00:00","long","long","0","12","10","1","-0,000762","-0,002333","0,00062787","6","7","0,00229424","-0,737838","0,00047003","-0,00015337","0,00182739","0,00019511","2","2,5","0,00117464","False","149,995","149,8188","89,6055","0,1053","bad","-7,56","-7,14","-0,1128","0,0","-1,4473","6","stop"
"tr_6c6038331a93","3","2023-10-27T15:00:00+00:00","2023-10-30T17:00:00+00:00","short","short","4","15","10","-1","-0,014429","-0,008857","-0,0015591","9","10","0,00596987","-1,897488","0,00078304","-0,0023995","0,00353129","0,00035322","1","2,5","0,00196053","False","149,862","150,1558","89,7067","0,1759","worthwhile","3,11","3,53","0,0464","1,9741","-0,1532","26","gann_state_exit"
"tr_731624770348","3","2023-10-30T18:00:00+00:00","2023-10-31T06:00:00+00:00","short","short","0","18","10","-1","0,005905","-0,022238","-0,00410339","0","1","0,00829717","1,221659","0,00107064","-0,00284258","0,00543307","0,00113189","2","4,266408","0,0045678","True","149,087","149,768","44,8325","0,2048","bad","-13,89","-13,68","-0,2076","0,1938","-1,4919","12","stop"
"tr_9f85e5d64146","3","2023-10-31T06:00:00+00:00","2023-11-01T16:00:00+00:00","long","long","1","6","10","1","-0,004476","-0,007048","0,00130994","1","2","0,00703278","-2,252538","0,00122391","-1,338E-05","0,00703278","0,001158","3","2,5","0,00305132","False","149,857","149,3997","74,8763","0,2285","worthwhile","43,41","43,76","0,65","4,0589","-0,0022","34","gann_state_exit"
"tr_333b717409aa","3","2023-11-03T15:00:00+00:00","2023-11-06T12:00:00+00:00","short","short","4","15","11","-1","-0,009048","-0,003619","-0,00167828","7","8","0,00490738","-3,16129","0,00070771","-0,00201349","0,00263014","0,00038354","2","3,603495","0,00255599","False","149,844","150,227","89,2712","0,2282","worthwhile","5,91","6,33","0,088","1,6971","0,0","21","gann_state_exit"
"tr_d429ab1011ae","3","2023-11-14T16:00:00+00:00","2023-11-15T18:00:00+00:00","short","short","1","16","11","-1","0,002095","-0,033238","-0,00473308","0","1","0,00737067","1,669525","0,00080919","-0,00417444","0,00654287","0,00104998","2","6,007015","0,00486086","True","151,002","151,736","44,5964","0,2168","worthwhile","1,5","1,71","0,0223","1,3011","-0,3283","26","gann_state_exit"
"tr_78c9ee775bcd","3","2023-11-27T04:00:00+00:00","2023-11-28T13:00:00+00:00","short","short","0","4","11","-1","0,001762","-0,013333","-0,00300158","0","1","0,00440608","0,596864","0,00097753","-0,00096479","0,00414454","0,00073157","4","2,950016","0,00288378","True","149,11","149,54","74,3108","0,2143","worthwhile","16,07","16,42","0,2388","2,6488","-0,5093","33","gann_state_exit"
"tr_14eeff3ab79f","3","2023-11-28T17:00:00+00:00","2023-11-29T15:00:00+00:00","short","short","1","17","11","-1","-0,02281","-0,033619","-0,00206932","1","2","0,00915921","-1,239248","0,00160554","-0,00356192","0,00676487","0,00088264","2","2,5","0,00402192","False","147,969","148,5641","59,307","0,2385","worthwhile","9,15","9,43","0,1357","2,1828","0,0","22","gann_state_exit"
"tr_b6b3e5fdd3e7","3","2023-11-30T16:00:00+00:00","2023-12-01T14:00:00+00:00","long","long","3","16","11","1","0,02019","-0,002857","0,00534743","4","5","0,00721502","-0,089069","0,00167021","0,00421007","0,0071474","0,00085731","2","2,854251","0,00476641","False","147,91","147,205","44,42","0,2117","worthwhile","4,29","4,5","0,0635","0,7404","-0,4284","22","gann_state_exit"
"tr_633f1f3802aa","3","2023-12-01T18:00:00+00:00","2023-12-04T20:00:00+00:00","short","short","4","18","12","-1","-0,01381","-0,033524","-0,0038627","0","1","0,01113897","-2,876821","0,00170517","-0,00419669","0,00684328","0,00128215","3","4,430464","0,00759206","False","146,864","147,979","29,5945","0,2247","worthwhile","-5,55","-5,41","-0,0821","0,5722","-0,3534","26","gann_state_exit"
"tr_b4b4c5b4dd35","3","2023-12-06T12:00:00+00:00","2023-12-06T18:00:00+00:00","long","long","2","12","12","1","0,008286","0,00319","0,00185052","0","1","0,00572224","-0,337523","0,00156866","0,00356958","0,00572224","0,00092332","3","2,5","0,00391953","False","147,4","146,8223","59,2377","0,2322","bad","-5,23","-4,95","-0,0774","0,1731","-0,6906","6","gann_state_exit"
"tr_71aa015e48f9","3","2023-12-07T07:00:00+00:00","2023-12-08T14:00:00+00:00","short","short","3","7","12","-1","-0,013381","-0,010476","-0,00364835","4","5","0,00551342","-0,93217","0,00130136","-0,00324704","0,00551342","0,00064504","4","2,5","0,00325739","False","146,553","147,0304","74,1045","0,2414","worthwhile","72,23","72,58","1,0706","10,3209","-0,2472","31","gann_state_exit"
"tr_a15bddc6487a","3","2023-12-13T21:00:00+00:00","2023-12-15T04:00:00+00:00","short","short","2","21","12","-1","-0,01219","-0,018905","-0,00381468","5","6","0,00871328","-1,488608","0,00155594","-0,00243433","0,00663836","0,00108656","2","2,5","0,00389894","False","144,728","145,2923","58,6557","0,2287","worthwhile","66,26","66,54","0,9716","6,6757","0,0","31","gann_state_exit"
"tr_6e52a0b486ab","3","2023-12-19T05:00:00+00:00","2023-12-20T08:00:00+00:00","long","long","1","5","12","1","0,071619","0,015905","0,00739026","0","1","0,01360118","1,925349","0,00182933","0,00969891","0,01102573","0,0018794","2","4,649755","0,00850513","True","143,678","142,456","29,0456","0,247","worthwhile","-1,44","-1,3","-0,0208","1,0458","-0,9664","27","gann_state_exit"
"tr_37a8b6b07dd1","3","2023-12-21T03:00:00+00:00","2023-12-22T20:00:00+00:00","short","short","3","3","12","-1","-0,018476","-0,01519","-0,00223869","2","3","0,00584518","-0,438026","0,0016561","-0,00073882","0,00472915","0,00097807","2","2,5","0,00414332","False","143,26","143,8536","58,1034","0,2407","worthwhile","20,6","20,88","0,2993","2,3451","-0,2325","41","gann_state_exit"
"tr_1282f83dd7ac","3","2023-12-27T18:00:00+00:00","2023-12-28T23:00:00+00:00","short","short","2","18","12","-1","0,005952","-0,009762","-0,00301575","0","1","0,0045849","-0,091008","0,0012363","-0,00190907","0,0045849","0,00089016","1","2,622156","0,00324219","False","142,188","142,649","72,4126","0,2348","worthwhile","28,4","28,75","0,4114","4,1996","-0,0087","29","gann_state_exit"
"tr_5dbe6cc30fff","3","2024-01-02T14:00:00+00:00","2024-01-05T20:00:00+00:00","long","long","1","14","1","1","0,002619","0,005381","0,00474988","10","11","0,00787574","-0,364443","0,00174121","0,00589374","0,00766421","0,00089427","1","2,5","0,0043502","False","141,92","141,3026","43,2696","0,1882","worthwhile","58,36","58,57","0,8418","6,5681","-0,6803","78","gann_state_exit"
"tr_1e7301f75584","3","2024-01-10T02:00:00+00:00","2024-01-11T15:00:00+00:00","long","long","2","2","1","1","0,035714","0,042667","0,00310007","8","9","0,00832895","-1,006377","0,00170614","0,00562564","0,00778892","0,00100412","1","2,5","0,00425799","False","144,686","144,0699","57,2112","0,2436","worthwhile","18,98","19,26","0,2715","1,8602","-0,2532","37","gann_state_exit"
"tr_52a3a560c896","3","2024-01-11T16:00:00+00:00","2024-01-12T00:00:00+00:00","long","long","3","16","1","1","0,02081","-0,021667","0,0056551","0","1","0,01090613","1,781403","0,00159677","0,00435398","0,00823259","0,00152314","2","5,100122","0,00814348","True","146,252","145,061","28,5281","0,2323","bad","-13,73","-13,59","-0,1958","0,0","-0,8296","8","gann_state_exit"
"tr_bf1f6d44df8a","3","2024-01-22T03:00:00+00:00","2024-01-22T13:00:00+00:00","short","short","0","3","1","-1","-0,003143","-0,008429","-0,00154702","0","1","0,00653665","-1,084097","0,00154477","-0,00184683","0,00653665","0,00093623","3","2,5","0,00386846","False","147,838","148,4099","57,1683","0,2212","bad","-5,44","-5,16","-0,0778","0,1888","-0,8131","10","gann_state_exit"
"tr_f755cdb64fe4","3","2024-01-22T14:00:00+00:00","2024-01-22T23:00:00+00:00","short","short","0","14","1","-1","-0,020143","-0,010476","-0,00199156","0","1","0,0072894","-0,760446","0,00138717","-0,00147868","0,00544338","0,00079954","3","2,5","0,00347163","False","147,728","148,2409","71,5159","0,2483","ambiguous","-11,43","-11,08","-0,1634","0,2125","-0,8111","9","gann_state_exit"
"tr_de1a75a6f906","3","2024-01-23T05:00:00+00:00","2024-01-23T06:00:00+00:00","long","long","1","5","1","1","0,00719","0,011714","0,00201625","-1","9","0,00466186","-1,71103","0,00122627","0,00095217","0,00461464","0,00074036","3","2,514278","0,00307667","False","148,537","148,08","71,633","0,2204","bad","-21,92","-21,57","-0,314","0,0","-1,4792","1","stop"
"tr_cdebecb9b728","3","2024-01-23T08:00:00+00:00","2024-01-23T13:00:00+00:00","short","short","1","8","1","-1","-0,011","-0,006429","-0,00130793","2","3","0,00630721","-1,459588","0,00142188","-0,00125581","0,00630721","0,00081464","3","2,5","0,00356215","False","147,617","148,1428","57,487","0,2048","worthwhile","-14,53","-14,25","-0,2088","1,1049","-1,0345","5","stop"
"tr_8b93430e3c34","4","2024-01-23T18:00:00+00:00","2024-01-24T06:00:00+00:00","long","long","1","18","1","1","0,019","0,011524","0,00458443","1","2","0,01058026","-0,207107","0,00221124","0,00303984","0,01058026","0,00178001","2","2,5","0,00552549","False","148,554","147,7332","43,2054","0,2387","bad","-15,43","-15,22","-0,2223","0,1742","-0,9746","12","gann_state_exit"
"tr_a2a689a64c68","4","2024-01-24T15:00:00+00:00","2024-01-24T21:00:00+00:00","short","short","2","15","1","-1","-0,048619","-0,048524","-0,0056839","9","10","0,01164969","-1,547471","0,00139948","-0,00845472","0,01011541","0,0008069","1","2,634096","0,00369441","False","146,979","147,522","57,7356","0,2133","worthwhile","-15,06","-14,78","-0,2173","0,5912","-1,1363","6","stop"
"tr_ed271bf9c4f4","4","2024-01-31T16:00:00+00:00","2024-02-02T12:00:00+00:00","short","short","2","16","1","-1","-0,002714","-0,011429","-0,00172266","0","1","0,00562704","-2,01644","0,00135495","-0,00208376","0,00479993","0,00105452","5","3,87777","0,00526863","False","147,097","147,872","43,396","0,2286","worthwhile","7,7","7,91","0,1114","1,5484","-0,449","44","gann_state_exit"
"tr_2f9bbd6d788c","4","2024-02-02T15:00:00+00:00","2024-02-06T09:00:00+00:00","long","long","4","15","2","1","-0,009","0,012571","0,00163371","5","6","0,00832969","-3,642974","0,00119288","0,00270884","0,00616711","0,00051875","1","4,060458","0,00482262","False","147,223","146,513","43,3477","0,209","worthwhile","24,47","24,68","0,3535","2,3563","0,0","42","gann_state_exit"
"tr_2811cfd6824e","4","2024-02-06T17:00:00+00:00","2024-02-07T15:00:00+00:00","short","short","1","17","2","-1","-0,008667","-0,008429","-0,00168929","0","1","0,00421793","-0,988882","0,00098117","-0,00082808","0,00287709","0,00061326","3","2,5","0,00245534","False","148,268","148,632","86,39","0,2121","worthwhile","1,69","2,11","0,0243","1,5218","0,0","22","gann_state_exit"
"tr_d15bcbdaaec2","4","2024-02-12T10:00:00+00:00","2024-02-12T16:00:00+00:00","short","short","0","10","2","-1","-0,010524","-0,012952","-0,00157359","10","11","0,00378945","-0,76631","0,00086648","-0,00201474","0,00353459","0,00034532","1","2,5","0,00216767","False","148,997","149,32","86,369","0,1872","ambiguous","-13,48","-13,06","-0,194","0,2074","-1,0682","6","stop"
"tr_aa8d1439936a","4","2024-02-13T16:00:00+00:00","2024-02-14T21:00:00+00:00","long","long","1","16","2","1","0,047952","-0,003333","0,00708512","0","1","0,01034327","4,410714","0,00111675","0,00789913","0,0082693","0,00170922","2","6,940476","0,00775034","True","150,445","149,279","28,8456","0,2236","worthwhile","0,33","0,47","0,0047","0,3774","-0,084","29","gann_state_exit"
"tr_6b5bb58dc951","4","2024-02-20T16:00:00+00:00","2024-02-21T10:00:00+00:00","short","short","1","16","2","-1","0,000476","-0,010667","-0,00199665","3","4","0,0036336","-1,057554","0,00070608","-0,00134495","0,00337358","0,00048203","1","3,097122","0,00218849","False","149,875","150,203","86,5328","0,1894","worthwhile","-11,77","-11,35","-0,1697","0,5732","-0,8445","18","gann_state_exit"
"tr_cbf4ad062540","4","2024-02-22T15:00:00+00:00","2024-02-23T17:00:00+00:00","long","long","3","15","2","1","0,00719","0,007952","0,00129995","0","1","0,00404896","-0,418175","0,00087444","0,00078514","0,00296525","0,00048415","2","2,5","0,00218527","False","150,466","150,1372","86,6799","0,1894","worthwhile","-4,89","-4,47","-0,0706","0,9276","-0,4379","26","gann_state_exit"
"tr_415725ab95d4","4","2024-02-26T17:00:00+00:00","2024-02-27T04:00:00+00:00","long","long","0","17","2","1","0,015333","0,014476","0,00180321","6","7","0,00317829","-0,522005","0,00077538","0,00221443","0,00301241","0,00047734","1","2,5","0,00193763","False","150,773","150,4809","86,7412","0,1681","ambiguous","-10,98","-10,56","-0,1588","0,2293","-0,9653","11","gann_state_exit"
"tr_e8c329ecbb8e","4","2024-02-27T10:00:00+00:00","2024-02-27T17:00:00+00:00","short","short","1","10","2","-1","-0,007286","-0,012857","-0,00207382","7","8","0,00364471","-0,624941","0,00067048","-0,00222311","0,00343188","0,00038171","1","2,5","0,00167692","False","150,29","150,542","86,8791","0,1457","worthwhile","-10,54","-10,12","-0,1527","0,8491","-1,0316","7","stop"
"tr_31cfc21d4d09","4","2024-02-29T03:00:00+00:00","2024-03-01T04:00:00+00:00","short","short","3","3","2","-1","0,005238","0,005048","-0,00106327","0","1","0,00395832","-3,065904","0,00069103","-0,00035851","0,0021784","0,0003993","1","3,882838","0,00268889","False","150,248","150,652","87,0119","0,234","worthwhile","-5,17","-4,75","-0,075","2,5743","-0,3045","25","gann_state_exit"
"tr_e39e933d48fc","4","2024-03-05T17:00:00+00:00","2024-03-05T18:00:00+00:00","short","short","1","17","3","-1","-0,01719","-0,020714","-0,00243067","5","6","0,00379684","-2,687697","0,00070386","-0,0028561","0,00376353","0,00052132","3","3,264984","0,00230247","False","149,839","150,184","87,0772","0,2005","bad","-14,28","-13,86","-0,2073","0,0","-1,1275","1","stop"
"tr_61ab60e6b6ab","4","2024-03-12T06:00:00+00:00","2024-03-13T06:00:00+00:00","long","long","1","6","3","1","0,016429","0,003286","0,00439405","0","1","0,00636964","1,169208","0,0013344","0,00337594","0,00636964","0,00098455","3","2,511256","0,00335079","True","147,428","146,934","72,715","0,2437","worthwhile","-2,22","-1,87","-0,0322","1,5162","-0,7267","24","gann_state_exit"
"tr_e11465ea83d3","4","2024-03-14T16:00:00+00:00","2024-03-21T00:00:00+00:00","long","long","3","16","3","1","0,006619","-0,005714","0,0010925","10","11","0,00516071","-1,25","0,00108219","0,00093426","0,00359153","0,00062377","2","3,025","0,00326917","False","148,05","147,566","72,7385","0,2378","worthwhile","105,27","105,62","1,5315","7,7831","-0,2603","104","gann_state_exit"
"tr_0c4e7c6a4741","4","2024-03-26T18:00:00+00:00","2024-03-27T12:00:00+00:00","long","long","1","18","3","1","-0,002524","-0,006","0,00043346","2","3","0,00274796","-1,637427","0,00064547","-0,00062055","0,00217987","0,0003441","2","2,5","0,00161195","False","151,547","151,3027","85,9696","0,1386","worthwhile","-10,19","-9,77","-0,146","1,7439","-1,8462","18","stop"
"tr_78d540d74952","4","2024-03-27T13:00:00+00:00","2024-03-28T13:00:00+00:00","short","short","2","13","3","-1","0,015762","-0,01219","-0,00199325","0","1","0,00579383","-0,954545","0,00111428","-0,000284","0,00579383","0,00086222","1","3,557312","0,00396812","False","151,205","151,805","57,3969","0,2278","worthwhile","-7,3","-7,02","-0,1048","0,2967","-0,57","24","gann_state_exit"
"tr_fe47f4233c83","4","2024-04-03T12:00:00+00:00","2024-04-03T19:00:00+00:00","long","long","2","12","4","1","0,001095","0,002238","0,00121235","2","3","0,0023726","-0,868281","0,00053133","0,00027029","0,00194422","0,000264","2","2,5","0,00132768","False","151,804","151,6025","86,1856","0,1144","worthwhile","-8,48","-8,06","-0,1218","0,7442","-1,1213","7","stop"
"tr_64bd24b7863b","4","2024-04-04T16:00:00+00:00","2024-04-05T18:00:00+00:00","short","short","3","16","4","-1","-0,002714","-0,003095","-0,00055808","0","1","0,00276338","-1,109112","0,00054112","-0,00013848","0,0015103","0,00030412","3","2,876378","0,00155742","False","151,533","151,769","86,2907","0,1344","worthwhile","-0,42","0,0","-0,006","3,0508","-0,928","26","gann_state_exit"
"tr_ca7601519e8a","4","2024-04-08T03:00:00+00:00","2024-04-09T18:00:00+00:00","long","long","0","3","4","1","0,022667","0,027619","0,0018717","11","12","0,00619054","-0,648241","0,00087463","0,00276999","0,00434459","0,00056272","3","2,5","0,00218531","False","151,771","151,4393","86,2959","0,1886","worthwhile","-5,13","-4,71","-0,0738","0,5216","-0,603","39","gann_state_exit"
"tr_384000d707cc","4","2024-04-10T15:00:00+00:00","2024-04-12T06:00:00+00:00","long","long","2","15","4","1","0,004","0,011714","0,00071095","6","7","0,00241038","-1,525502","0,00040581","0,00073815","0,00166619","0,00021115","1","2,5","0,00101388","False","151,939","151,785","86,3596","0,0876","worthwhile","48,11","48,53","0,6925","8,9583","0,0","39","gann_state_exit"
"tr_15c3d129c6d5","4","2024-04-12T10:00:00+00:00","2024-04-12T15:00:00+00:00","long","long","4","10","4","1","0,000476","0,002286","0,00119888","0","1","0,00365349","-0,278011","0,00096215","0,00132615","0,00340558","0,00075933","4","2,5","0,0024047","False","153,321","152,9523","85,7657","0,2062","bad","-14,96","-14,54","-0,2139","0,0868","-1,4294","5","stop"
"tr_295f92029b19","4","2024-04-12T16:00:00+00:00","2024-04-12T21:00:00+00:00","short","short","4","16","4","-1","-0,006286","-0,019","-0,00268789","0","1","0,00387295","-0,55847","0,00085515","-0,00247334","0,00387295","0,0006729","3","3,113661","0,00266396","False","152,78","153,187","85,9495","0,229","bad","-16,44","-16,02","-0,2355","0,1155","-1,0786","5","stop"
"tr_91510ca6061a","4","2024-04-15T03:00:00+00:00","2024-04-17T12:00:00+00:00","long","long","0","3","4","1","0,006429","0,008524","0,00153627","1","2","0,00518561","-0,449416","0,00111757","0,0006527","0,00518561","0,00076368","5","2,5","0,00279248","False","153,388","152,9597","86,1524","0,2406","worthwhile","45,19","45,61","0,6489","3,2685","0,0","57","gann_state_exit"
"tr_8480e7e626f4","4","2024-04-19T05:00:00+00:00","2024-04-19T15:00:00+00:00","short","short","4","5","4","-1","0,015","-0,012381","-0,00207226","0","1","0,00468111","-1,894277","0,00095493","-0,00032407","0,00455792","0,00067511","2","4,562561","0,00436488","False","153,956","154,628","57,0647","0,2491","bad","-17,25","-16,97","-0,2461","0,0848","-0,9732","10","gann_state_exit"
"tr_96a172306670","4","2024-04-23T17:00:00+00:00","2024-04-23T20:00:00+00:00","short","short","1","17","4","-1","0,001095","-0,009571","-0,00117136","0","1","0,00207575","-0,639594","0,0004853","-0,00112391","0,00207575","0,00030092","1","3,757614","0,00182414","False","154,593","154,875","85,8082","0,1565","bad","-9,8","-9,38","-0,1401","0,0","-0,8759","3","gann_state_exit"
"tr_7040aebebc2d","4","2024-04-24T07:00:00+00:00","2024-04-29T10:00:00+00:00","long","long","2","7","4","1","0,003286","0,004048","0,0007199","11","12","0,00207297","-0,266092","0,00060673","0,00018085","0,00207297","0,00039331","2","2,5","0,00151656","False","154,877","154,6421","85,9286","0,1303","worthwhile","81,96","82,38","1,1738","22,8073","-0,4555","75","gann_state_exit"
"tr_95a7fd334d78","4","2024-04-29T10:00:00+00:00","2024-04-30T04:00:00+00:00","short","short","0","10","4","-1","0,02581","0,009952","-0,00623064","2","3","0,03354029","-3,000622","0,00438877","0,00139016","0,03296717","0,00478864","1","3,296621","0,01466138","False","154,965","157,237","14,1553","0,2075","bad","-11,94","-11,87","-0,169","0,0","-0,8486","18","gann_state_exit"
"tr_9807dd10eed5","4","2024-05-01T23:00:00+00:00","2024-05-06T04:00:00+00:00","short","short","2","23","5","-1","-0,015286","-0,025762","-0,00229387","6","7","0,00738506","-5,916996","0,00107104","-0,00171157","0,00626111","0,00098016","1","5,988142","0,0064545","False","156,48","157,49","28,3585","0,183","worthwhile","39,68","39,82","0,5627","4,5703","0,0","53","gann_state_exit"
"tr_e9a0a2cb9d3d","4","2024-05-13T18:00:00+00:00","2024-05-15T10:00:00+00:00","long","long","0","18","5","1","0,004429","0,004095","0,00104634","0","1","0,00293744","-0,334528","0,00076689","0,00043632","0,00287972","0,00041184","2","2,5","0,0019167","False","155,96","155,6611","98,6994","0,1892","worthwhile","12,68","13,17","0,1788","2,7665","0,0","40","gann_state_exit"
"tr_539944d16dee","4","2024-05-15T10:00:00+00:00","2024-05-16T17:00:00+00:00","short","short","2","10","5","-1","-0,003762","-0,00281","-0,00154965","2","3","0,00429424","-1,019771","0,00087859","-0,0011187","0,00391025","0,00054486","1","2,5","0,00219848","False","156,114","156,4572","98,5233","0,2166","worthwhile","28,23","28,72","0,3974","7,3249","-0,0262","31","gann_state_exit"
"tr_88220d572f6d","4","2024-05-20T15:00:00+00:00","2024-05-21T15:00:00+00:00","long","long","0","15","5","1","0,000524","0,016905","0,00081053","11","12","0,00468064","-1,68379","0,00088085","0,0010927","0,00443665","0,00030435","1","2,5","0,00219883","False","155,981","155,638","98,1334","0,2158","worthwhile","10,53","11,02","0,1477","1,6561","0,0","24","gann_state_exit"
"tr_86fc58f3889c","4","2024-05-22T14:00:00+00:00","2024-05-24T21:00:00+00:00","long","long","2","14","5","1","0,001714","0,020714","0,00145391","8","9","0,00450692","-1,062963","0,00073974","0,00305226","0,00431514","0,00037426","1","2,5","0,00184787","False","156,551","156,2617","97,9887","0,1811","worthwhile","17,48","17,97","0,2447","2,2296","-0,6948","55","gann_state_exit"
"tr_2ebae66e5b64","4","2024-05-28T06:00:00+00:00","2024-05-28T09:00:00+00:00","short","short","1","6","5","-1","-0,000143","-0,00181","-0,00091802","1","2","0,00213709","-1,003636","0,00058478","-0,00042086","0,00170967","0,00040123","4","2,5","0,00146282","False","156,661","156,8902","97,7495","0,143","bad","-10,8","-10,31","-0,1509","0,1745","-1,0211","3","stop"
"tr_7e1abf7e8b59","4","2024-05-28T12:00:00+00:00","2024-05-28T15:00:00+00:00","long","long","1","12","5","1","0,003","0,001667","0,00058555","2","3","0,00214825","-1,088889","0,00065568","0,00030608","0,0021355","0,00044458","4","2,5","0,001638","False","156,986","156,7289","97,8972","0,1604","bad","-12,06","-11,57","-0,1687","0,0","-1,2794","3","stop"
"tr_a4092e9f72b2","4","2024-05-28T16:00:00+00:00","2024-05-28T17:00:00+00:00","short","short","1","16","5","-1","-0,003429","-0,002381","-0,00135552","0","1","0,00238066","-0,541815","0,00068323","-0,00140854","0,00238066","0,00044195","3","2,5","0,00170873","False","156,619","156,8866","98,0626","0,1676","bad","-12,52","-12,03","-0,1754","0,0","-1,2854","1","stop"
"tr_572cc5fc5dba","4","2024-05-30T09:00:00+00:00","2024-05-31T11:00:00+00:00","short","short","3","9","5","-1","0,001905","-0,007762","-0,00344175","3","4","0,00516035","-0,641921","0,00090314","-0,00122806","0,0051285","0,00073006","1","2,5","0,00225918","False","156,873","157,2274","98,2349","0,2219","worthwhile","-12,96","-12,47","-0,1819","1,4108","-0,7901","26","gann_state_exit"
"tr_72eeb07bff05","4","2024-06-03T17:00:00+00:00","2024-06-05T07:00:00+00:00","short","short","0","17","6","-1","-0,019476","-0,024095","-0,00372102","5","6","0,00582182","-0,529216","0,00109767","-0,00360643","0,00533029","0,00079404","1","2,5","0,00274581","False","156,559","156,9889","84,3547","0,2316","worthwhile","40,52","40,94","0,5697","4,6734","0,0","38","gann_state_exit"
"tr_31949fdad450","4","2024-06-07T16:00:00+00:00","2024-06-12T00:00:00+00:00","long","long","4","16","6","1","0,037524","-0,026476","0,00813459","0","1","0,01121324","1,222046","0,00172764","0,0062837","0,01121324","0,00179159","1","5,216772","0,00901211","True","156,789","155,376","13,9795","0,126","worthwhile","1,94","2,01","0,0271","0,4345","-0,2583","56","gann_state_exit"
"tr_b4eb02c289b9","4","2024-06-12T16:00:00+00:00","2024-06-13T08:00:00+00:00","short","short","2","16","6","-1","-0,001524","-0,056524","-0,00701434","0","1","0,00856157","3,850299","0,0010694","-0,00774549","0,00856157","0,00172669","3","7,137725","0,00763315","True","156,161","157,353","27,9514","0,2134","worthwhile","-11,55","-11,41","-0,1614","0,37","-0,7508","16","gann_state_exit"
"tr_cd9343a7d943","4","2024-06-14T04:00:00+00:00","2024-06-14T06:00:00+00:00","long","long","4","4","6","1","0,008714","0,004524","0,00151941","0","1","0,01013333","-0,593313","0,00116864","0,0009997","0,00465001","0,00069515","2","2,5","0,00291953","False","157,315","156,8557","83,9897","0,2452","worthwhile","-18,07","-17,65","-0,2529","1,4457","-1,1061","2","stop"
"tr_ec1310b28e37","4","2024-06-18T09:00:00+00:00","2024-06-18T15:00:00+00:00","long","long","1","9","6","1","0,008095","0,005952","0,0011033","0","1","0,00509383","-1,046596","0,00074459","0,00115441","0,00281301","0,00042656","2","2,51013","0,00186753","False","157,963","157,668","98,2365","0,1835","worthwhile","-13,68","-13,19","-0,1919","0,9085","-1,139","6","stop"
"tr_65d2bfcb34b1","4","2024-06-28T03:00:00+00:00","2024-06-28T13:00:00+00:00","long","long","4","3","6","1","0,011952","0,012095","0,00122614","8","9","0,00366508","-1,284285","0,00079945","0,00171413","0,0033664","0,00046665","2","2,5","0,00199655","False","160,873","160,5518","98,4255","0,1965","worthwhile","-14,58","-14,09","-0,205","1,2703","-1,2796","10","stop"
"tr_3b44f0418e54","4","2024-06-28T16:00:00+00:00","2024-06-28T17:00:00+00:00","short","short","4","16","6","-1","-0,003524","-0,009333","-0,00241221","3","4","0,00622379","-1,308958","0,00109945","-0,00123824","0,00565686","0,00084632","1","2,5","0,00275262","False","160,28","160,7212","84,538","0,2327","bad","-16,96","-16,54","-0,239","0,0","-1,3282","1","stop"
"tr_dcb6bac8006d","4","2024-07-03T07:00:00+00:00","2024-07-03T17:00:00+00:00","long","long","2","7","7","1","-0,003286","0,001524","0,00091714","2","3","0,00295118","-1,012154","0,00070296","-0,00017321","0,00279032","0,00039475","2","2,5","0,00175612","False","161,747","161,463","98,8639","0,1736","worthwhile","-12,89","-12,4","-0,1821","0,7182","-3,429","10","stop"
"tr_57650a9edf8d","4","2024-07-03T18:00:00+00:00","2024-07-03T21:00:00+00:00","short","short","2","18","7","-1","0,004857","-0,035143","-0,00240914","0","1","0,0073018","-0,398653","0,00096401","-0,00099696","0,0073018","0,00065263","2","2,732701","0,0026354","False","161,266","161,691","84,895","0,2237","bad","-16,26","-15,84","-0,2301","0,0","-1,0376","3","stop"
"tr_ce1c13ec66fb","4","2024-07-05T06:00:00+00:00","2024-07-05T16:00:00+00:00","short","short","4","6","7","-1","-0,023238","-0,024667","-0,00180458","2","3","0,00577762","-1,230419","0,00097447","-0,00237992","0,00413752","0,00060768","2","2,5","0,00243914","False","160,771","161,1631","99,2726","0,2421","worthwhile","-17,61","-17,12","-0,2497","1,1016","-1,4153","10","stop"
"tr_70706c10265b","4","2024-07-08T05:00:00+00:00","2024-07-08T10:00:00+00:00","short","short","0","5","7","-1","0,002048","-0,006524","-0,00299048","10","11","0,00660167","-0,314309","0,00148752","-0,00166168","0,00619647","0,00087107","2","2,5","0,00372059","False","160,337","160,9335","56,8692","0,2116","bad","-15,16","-14,88","-0,2155","0,0","-1,041","5","stop"
